name,sex,age,survived,class,joined,ticket,price,sibsp,parch,job,occupation,dob,date_death,boat..body.,url,ticketFreq,pricepp,fsize,title
"GUGGENHEIM, Mr Benjamin ",male,46,0,1,Cherbourg,17593,79.2,0,0,NA,Businessman  ,1865-10-26,1912-04-15,NA,/titanic-victim/benjamin-guggenheim.html,2,39.6,1,Mr
"HARDER, Mr George Achilles ",male,25,1,1,Cherbourg,11765,55.4,1,0,NA,Businessman  ,1886-10-22,1959-05-26,5,/titanic-survivor/george-achilles-harder.html,2,27.7,2,Mr
"HARDER, Mrs Dorothy ",female,21,1,1,Cherbourg,11765,55.4,1,0,NA,NA,1890-07-04,1926-12-01,5,/titanic-survivor/dorothy-harder.html,2,27.7,2,Mrs
"HARPER, Mr Henry Sleeper ",male,48,1,1,Cherbourg,17572,76.7,1,0,NA,Of Independent Means  ,1864-03-11,1944-03-01,3,/titanic-survivor/henry-sleeper-harper.html,3,25.6,2,Mr
"HARPER, Mrs Myra Raymond ",female,49,1,1,Cherbourg,17572,76.7,1,0,NA,NA,1863-02-10,1923-11-14,3,/titanic-survivor/myra-harper.html,3,25.6,2,Mrs
"HARRINGTON, Mr Charles Henry ",male,37,0,1,Southampton,113796,42.4,0,0,Servant,Servant  ,1875-06-30,1912-04-15,NA,/titanic-victim/charles-harrington.html,2,21.2,1,Mr
"HARRIS, Mr Henry Birkhardt ",male,45,0,1,Southampton,36973,83.5,1,0,NA,Theatre Manager  ,1866-12-01,1912-04-15,NA,/titanic-victim/henry-birkhardt-harris.html,2,41.8,2,Mr
"HARRIS, Mrs Irene ",female,35,1,1,Southampton,36973,83.5,1,0,NA,NA,1876-06-15,1969-09-02,D ,/titanic-survivor/irene-harris.html,2,41.8,2,Mrs
"HASSAB, Mr Hammad ",male,27,1,1,Cherbourg,17572,76.7,0,0,Servant,Servant  ,NA,NA,3,/titanic-survivor/hammad-hassab.html,3,25.6,1,Mr
"HAWKSFORD, Mr Walter James ",male,45,1,1,Southampton,16988,30,0,0,NA,Sales Manager  ,1867-01-30,1922-11-13,3,/titanic-survivor/walter-james-hawksford.html,1,30,1,Mr
"HAYS, Miss Margaret Bechstein ",female,24,1,1,Cherbourg,11767,83.2,0,0,NA,NA,1887-12-06,1956-08-21,7,/titanic-survivor/margaret-bechstein-hays.html,3,27.7,1,Miss
"HAYS, Mr Charles Melville ",male,55,0,1,Southampton,12749,93.5,1,1,NA,Businessman  ,1856-05-16,1912-04-15, [307],/titanic-victim/charles-melville-hays.html,4,23.4,3,Mr
"HAYS, Mrs Clara Jennings ",female,52,1,1,Southampton,12749,93.5,1,1,NA,NA,1859-10-13,1955-02-01,3,/titanic-survivor/clara-jennings-hays.html,4,23.4,3,Mrs
"HEAD, Mr Christopher ",male,42,0,1,Southampton,113038,42.5,0,0,NA,Politician  ,1869-12-25,1912-04-15,NA,/titanic-victim/christopher-head.html,1,42.5,1,Mr
"HILLIARD, Mr Herbert Henry ",male,44,0,1,Southampton,17463,51.9,0,0,NA,Buyer  ,1867-06-29,1912-04-15,NA,/titanic-victim/herbert-henry-hilliard.html,2,26,1,Mr
"HIPKINS, Mr William Edward ",male,55,0,1,Southampton,680,50,0,0,NA,Manufacturer  ,1857-01-01,1912-04-15,NA,/titanic-victim/william-edward-hipkins.html,1,50,1,Mr
"HIPPACH, Miss Jean Gertrude ",female,17,1,1,Cherbourg,111361,58,0,1,NA,NA,1894-09-30,1974-11-14,4,/titanic-survivor/jean-gertrude-hippach.html,2,29,2,Miss
"HIPPACH, Mrs Ida Sophia ",female,44,1,1,Cherbourg,111361,58,0,1,NA,NA,1867-11-25,1940-09-22,4,/titanic-survivor/ida-hippach.html,2,29,2,Mrs
"HOGEBOOM, Mrs Anna Louisa ",female,51,1,1,Cherbourg,13502,78,1,0,NA,Of Independent Means  ,1860-05-05,1947-10-06,10,/titanic-survivor/anna-hogeboom.html,3,26,2,Mrs
"HOLVERSON, Mr Alexander Oskar ",male,42,0,1,Southampton,113789,52,1,0,NA,NA,1869-10-02,1912-04-15, [38],/titanic-victim/alexander-oskar-holverson.html,2,26,2,Mr
"HOLVERSON, Mrs Mary Aline ",female,35,1,1,Southampton,113789,52,1,0,NA,NA,1876-09-21,1918-05-02,8,/titanic-survivor/mary-aline-holverson.html,2,26,2,Mrs
"HOMER, Mr Harry ",male,40,1,1,Southampton,111426,26.6,0,0,NA,Gambler  ,1871-11-28,NA,15,/titanic-survivor/harry-homer.html,1,26.6,1,Mr
"HOYT, Mr Frederick Maxfield ",male,38,1,1,Southampton,19943,100,1,0,NA,NA,1873-09-15,1940-07-05,D ,/titanic-survivor/frederick-maxfield-hoyt.html,2,50,2,Mr
"HOYT, Mr William Fisher ",male,42,0,1,Cherbourg,17600,30.7,0,0,NA,Businessman  ,1869-01-24,1912-04-15,14,/titanic-victim/william-fisher-hoyt.html,1,30.7,1,Mr
"HOYT, Mrs Jane Anne ",female,31,1,1,Southampton,19943,100,1,0,NA,NA,1881-02-28,1932-07-17,D ,/titanic-survivor/jane-anne-hoyt.html,2,50,2,Mrs
"ICARD, Miss Rose Amélie ",female,39,1,1,Southampton,113572,80,0,0,Servant,Personal Maid  ,1872-10-31,1964-07-15,6,/titanic-survivor/amelia-icard.html,2,40,1,Miss
"ISHAM, Miss Ann Elizabeth ",female,50,0,1,Cherbourg,17595,28.7,0,0,NA,NA,1862-01-25,1912-04-15,NA,/titanic-victim/ann-elizabeth-isham.html,1,28.7,1,Miss
"JONES, Mr Charles Cresson ",male,46,0,1,Southampton,694,26,0,0,NA,Estate Manager  ,1866-01-22,1912-04-15, [80],/titanic-victim/charles-cresson-jones.html,1,26,1,Mr
"JULIAN, Mr Henry Forbes ",male,50,0,1,Southampton,113044,26,0,0,NA,Metallurgist  ,1861-05-09,1912-04-15,NA,/titanic-victim/henry-forbes-julian.html,1,26,1,Mr
"KEEPING, Mr Edwin Herbert ",male,33,0,1,Southampton,113503,211.5,0,0,Servant,Servant  ,1878-07-05,1912-04-15, [45],/titanic-victim/edwin-herbert-keeping.html,5,42.3,1,Mr
"KENT, Mr Edward Austin ",male,58,0,1,Cherbourg,11771,29.7,0,0,NA,Architect  ,1854-02-19,1912-04-15, [258],/titanic-victim/edward-austin-kent.html,1,29.7,1,Mr
"KENYON, Mr Frederick Roland ",male,41,0,1,Southampton,17464,51.9,1,0,NA,NA,1871-03-17,1912-04-15,NA,/titanic-victim/frederick-kenyon.html,2,26,2,Mr
"KENYON, Mrs Marion Estelle ",female,40,1,1,Southampton,17464,51.9,1,0,NA,NA,1871-07-05,1958-10-03,8,/titanic-survivor/marion-kenyon.html,2,26,2,Mrs
"KIMBALL, Mr Edwin Nelson Jr. ",male,42,1,1,Southampton,11753,52.6,1,0,NA,NA,1870-03-09,1927-04-06,5,/titanic-survivor/edwin-nelson-kimball.html,2,26.3,2,Mr
"KIMBALL, Mrs Susan Gertrude ",female,45,1,1,Southampton,11753,52.6,1,0,NA,NA,1866-10-04,1962-03-21,5,/titanic-survivor/gertrude-kimball.html,2,26.3,2,Mrs
"KLABER, Mr Herman ",male,41,0,1,Southampton,113028,26.6,0,0,NA,Businessman  ,1870-11-18,1912-04-15,NA,/titanic-victim/herman-klaber.html,1,26.6,1,Mr
"LEADER, Dr Alice May ",female,49,1,1,Southampton,17465,25.9,0,0,NA,Doctor  ,1862-05-10,1944-04-20,8,/titanic-survivor/alice-leader.html,1,25.9,1,Dr
"LEROY, Miss Berthe ",female,27,1,1,Cherbourg,17761,106.4,0,0,Servant,Personal Maid  ,1884-08-10,1972-07-04,2,/titanic-survivor/berthe-leroy.html,3,35.5,1,Miss
"LESUEUR, Mr Gustave J. ",male,35,1,1,Cherbourg,17755,512.3,0,0,Servant,Servant  ,NA,NA,3,/titanic-survivor/gustave-lesueur.html,4,128.1,1,Mr
"LEWY, Mr Ervin G. ",male,30,0,1,Cherbourg,17612,27.7,0,0,NA,Jeweller  ,1881-11-28,1912-04-15,NA,/titanic-victim/ervin-lewy.html,1,27.7,1,Mr
"LINDEBERG-LIND, Mr Erik Gustaf ",male,42,0,1,Southampton,17475,26.6,0,0,NA,Businessman  ,1869-06-18,1912-04-15,NA,/titanic-victim/erik-lindeberg-lind.html,2,13.3,1,Mr
"LINDSTRöM, Mrs Sigrid ",female,55,1,1,Cherbourg,112377,27.7,0,0,NA,NA,1856-12-18,NA,6,/titanic-survivor/sigrid-lindstrom.html,1,27.7,1,Mrs
"LINES, Miss Mary Conover ",female,16,1,1,Cherbourg,17592,39.4,0,1,NA,NA,1895-07-27,1975-11-23,9,/titanic-survivor/mary-conover-lines.html,2,19.7,2,Miss
"LINES, Mrs Elizabeth Lindsey ",female,50,1,1,Cherbourg,17592,39.4,0,1,NA,NA,1861-06-15,1942-12-17,9,/titanic-survivor/elizabeth-lines.html,2,19.7,2,Mrs
"LONG, Mr Milton Clyde ",male,29,0,1,Southampton,113501,30,0,0,NA,NA,1882-10-19,1912-04-15, [126],/titanic-victim/milton-clyde-long.html,1,30,1,Mr
"LONGLEY, Miss Gretchen Fiske ",female,21,1,1,Cherbourg,13502,78,0,0,NA,NA,1890-09-01,1965-08-11,10,/titanic-survivor/gretchen-fiske-longley.html,3,26,1,Miss
"LORING, Mr Joseph Holland ",male,30,0,1,Southampton,113801,45.5,0,0,NA,Stockbroker  ,1882-03-18,1912-04-15,NA,/titanic-victim/joseph-holland-loring.html,1,45.5,1,Mr
"LURETTE, Miss Eugénie Elise ",female,59,1,1,Cherbourg,17569,146.5,0,0,Servant,Personal Maid  ,1852-11-16,1940-01-31,6,/titanic-survivor/elise-lurette.html,3,48.8,1,Miss
"MADILL, Miss Georgette Alexandra ",female,16,1,1,Southampton,24160,211.3,0,1,NA,NA,1896-03-15,1974-02-14,2,/titanic-survivor/georgette-madill.html,4,52.8,2,Miss
"MAGUIRE, Mr John Edward ",male,30,0,1,Southampton,110469,26,0,0,NA,NA,1882-02-07,1912-04-15,NA,/titanic-victim/john-edward-maguire.html,1,26,1,Mr
"MARéCHAL, Mr Pierre ",male,29,1,1,Cherbourg,11774,29.7,0,0,NA,Aviator  ,1883-01-18,1942-02-22,7,/titanic-survivor/pierre-marechal.html,1,29.7,1,Mr
"MARVIN, Mr Daniel Warner ",male,18,0,1,Southampton,113773,53.1,1,0,NA,Of Independent Means  ,1894-02-12,1912-04-15,NA,/titanic-victim/daniel-warner-marvin.html,2,26.6,2,Mr
"MARVIN, Mrs Mary Graham Carmichael ",female,18,1,1,Southampton,113773,53.1,1,0,NA,NA,1894-01-30,1975-10-17,10,/titanic-survivor/mary-marvin.html,2,26.6,2,Mrs
"MCCAFFRY, Mr Thomas Francis ",male,46,0,1,Southampton,13050,75.2,0,0,NA,Banker  ,1866-02-05,1912-04-15, [292],/titanic-victim/thomas-francis-mccaffry.html,2,37.6,1,Mr
"MCCARTHY, Mr Timothy J. ",male,54,0,1,Southampton,17463,51.9,0,0,NA,Buyer  ,1857-06-30,1912-04-15, [175],/titanic-victim/timothy-mccarthy.html,2,26,1,Mr
"MCGOUGH, Mr James Robert ",male,35,1,1,Southampton,17473,26.3,0,0,NA,Buyer  ,1876-07-04,1937-07-24,7,/titanic-survivor/james-mcgough.html,1,26.3,1,Mr
"MEYER, Mr Edgar Joseph ",male,28,0,1,Cherbourg,17604,82.2,1,0,NA,Mechanical Engineer  ,1884-01-13,1912-04-15,NA,/titanic-victim/edgar-meyer.html,2,41.1,2,Mr
"MEYER, Mrs Leila ",female,25,1,1,Cherbourg,17604,82.2,1,0,NA,NA,1886-09-28,1957-11-27,6,/titanic-survivor/leila-meyer.html,2,41.1,2,Mrs
"MILLET, Mr Francis Davis ",male,65,0,1,Cherbourg,13509,26.6,0,0,NA,Artist  ,1846-11-03,1912-04-15, [249],/titanic-victim/francis-davis-millet.html,1,26.6,1,Mr
"MINAHAN, Dr William Edward ",male,44,0,1,Queenstown,19928,90,2,0,NA,Merchant  ,1867-04-20,1912-04-15, [230],/titanic-victim/william-edward-minahan.html,3,30,3,Dr
"MINAHAN, Miss Daisy E. ",female,33,1,1,Queenstown,19928,90,1,0,NA,NA,1879-01-09,1919-04-30,14,/titanic-survivor/daisy-minahan.html,3,30,2,Miss
"MINAHAN, Mrs Lillian E. ",female,37,1,1,Queenstown,19928,90,1,0,NA,NA,1875-02-07,1962-01-13,14,/titanic-survivor/lillian-minahan.html,3,30,2,Mrs
"MOCK, Mr Philipp Edmund ",male,30,1,1,Cherbourg,13236,57.8,1,0,NA,NA,1881-08-16,1951-06-16,11,/titanic-survivor/philipp-mock.html,2,28.9,2,Mr
"MOLSON, Mr Harry Markland ",male,55,0,1,Southampton,113787,30.5,0,0,NA,Businessman  ,1856-09-09,1912-04-15,NA,/titanic-victim/harry-molson.html,1,30.5,1,Mr
"MOORE, Mr Clarence Bloomfield ",male,47,0,1,Southampton,113796,42.4,0,0,NA,Businessman  ,1865-03-01,1912-04-15,NA,/titanic-victim/clarence-bloomfield-moore.html,2,21.2,1,Mr
"NATSCH, Mr Charles ",male,36,0,1,Cherbourg,17596,29.7,0,1,NA,NA,1875-10-15,1912-04-15,NA,/titanic-victim/charles-natsch.html,1,29.7,2,Mr
"NEWELL, Miss Madeleine ",female,31,1,1,Cherbourg,35273,113.3,1,0,NA,NA,1880-10-10,1969-04-25,6,/titanic-survivor/madeleine-newell.html,3,37.8,2,Miss
"NEWELL, Miss Marjorie Anne ",female,23,1,1,Cherbourg,35273,113.3,1,0,NA,NA,1889-02-12,1992-06-11,6,/titanic-survivor/marjorie-anne-newell.html,3,37.8,2,Miss
"NEWELL, Mr Arthur Webster ",male,58,0,1,Cherbourg,35273,113.3,0,2,NA,NA,1854-01-30,1912-04-15, [122],/titanic-victim/arthur-webster-newell.html,3,37.8,3,Mr
"NEWSOM, Miss Helen Monypeny ",female,19,1,1,Southampton,11752,26.3,0,2,NA,NA,1892-12-30,1965-09-07,5,/titanic-survivor/helen-monypeny-newsom.html,1,26.3,3,Miss
"NICHOLSON, Mr Arthur Ernest ",male,59,0,1,Southampton,693,26,0,0,NA,NA,1852-06-30,1912-04-15, [263],/titanic-victim/arthur-ernest-nicholson.html,1,26,1,Mr
"NOURNEY, Mr Alfred ",male,20,1,1,Cherbourg,2166,13.9,0,0,NA,Gentleman  ,1892-02-26,1972-11-15,7,/titanic-survivor/alfred-nourney.html,1,13.9,1,Mr
"OLIVA Y OCANA, Doña Fermina ",female,39,1,1,Cherbourg,17758,108.9,0,0,Servant,Personal Maid  ,1872-10-12,1969-05-28,8,/titanic-survivor/fermina-oliva-y-ocana.html,3,36.3,1,Doña
"OMONT, Mr Alfred Fernand ",male,29,1,1,Cherbourg,12998,25.7,0,0,NA,Dealer  ,1882-09-25,1948-03-18,7,/titanic-survivor/alfred-fernand-omont.html,1,25.7,1,Mr
"OSTBY, Mr Engelhart Cornelius ",male,64,0,1,Southampton,113509,62,0,1,NA,Jeweller  ,1847-12-18,1912-04-15, [234],/titanic-victim/engelhart-cornelius-ostby.html,2,31,2,Mr
"ØSTBY, Miss Helen Ragnhild ",female,22,1,1,Southampton,113509,62,0,1,NA,NA,1889-11-30,1978-05-15,5,/titanic-survivor/helen-ragnhild-ostby.html,2,31,2,Miss
"OVIéS Y RODRíGUEZ, Mr Servando José Florentino ",male,36,0,1,Cherbourg,17562,27.7,0,0,NA,Merchant  ,1876-02-21,1912-04-15, [189],/titanic-victim/servando-jose-florentino-ovies-y-rodriguez.html,1,27.7,1,Mr
"PARTNER, Mr Austin ",male,40,0,1,Southampton,113043,28.5,0,0,NA,Stockbroker  ,1871-11-30,1912-04-15, [166],/titanic-victim/austin-partner.html,1,28.5,1,Mr
"PAYNE, Mr Vivian Ponsonby ",male,22,0,1,Southampton,12749,93.5,0,0,Servant,Clerk  ,1889-06-30,1912-04-15,NA,/titanic-victim/vivian-ponsonby-payne.html,4,23.4,1,Mr
"PEARS, Mr Thomas Clinton ",male,29,0,1,Southampton,113776,66.6,1,0,NA,Of Independent Means  ,1882-05-07,1912-04-15,NA,/titanic-victim/thomas-clinton-pears.html,2,33.3,2,Mr
"PEARS, Mrs Edith ",female,22,1,1,Southampton,113776,66.6,1,0,NA,NA,1889-09-01,NA,8,/titanic-survivor/edith-pears.html,2,33.3,2,Mrs
"PEñASCO Y CASTELLANA, Mr Victor ",male,24,0,1,Cherbourg,17758,108.9,1,0,NA,Of Independent Means  ,1887-10-24,1912-04-15,NA,/titanic-victim/victor-penasco.html,3,36.3,2,Mr
"PEñASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo ",female,22,1,1,Cherbourg,17758,108.9,1,0,NA,Of Independent Means  ,1889-09-03,1972-04-03,8,/titanic-survivor/maria-penasco.html,3,36.3,2,Mrs
"PERREAULT, Miss Mary Anne ",female,33,1,1,Southampton,12749,93.5,0,0,Servant,Personal Maid  ,1878-07-29,1968-11-18,3,/titanic-survivor/mary-anne-perreault.html,4,23.4,1,Miss
"PEUCHEN, Major Arthur Godfrey ",male,52,1,1,Southampton,113786,30.5,0,0,NA,NA,1859-04-18,1929-12-07,6,/titanic-survivor/arthur-godfrey-peuchen.html,1,30.5,1,Major
"PORTER, Mr Walter Chamberlain ",male,46,0,1,Southampton,110465,52,0,0,NA,NA,1865-05-13,1912-04-15, [207],/titanic-victim/walter-chamberlain-porter.html,2,26,1,Mr
"POTTER, Mrs Lily Alexenia ",female,56,1,1,Cherbourg,11767,83.2,0,1,NA,NA,1855-08-15,1954-01-01,7,/titanic-survivor/lily-alexenia-potter.html,3,27.7,2,Mrs
"RHEIMS, Mr George Alexander Lucien ",male,33,1,1,Cherbourg,17607,39.6,0,0,NA,Businessman  ,1879-01-06,1963-03-01,A ,/titanic-survivor/george-rheims.html,1,39.6,1,Mr
"RIGHINI, Mr Sante ",male,22,0,1,Cherbourg,17760,135.6,0,0,Servant,Servant  ,NA,1912-04-15, [232],/titanic-victim/sante-righini.html,4,33.9,1,Mr
"ROBERT, Mrs Elisabeth Walton ",female,43,1,1,Southampton,24160,211.3,0,1,NA,Of Independent Means  ,1868-08-05,1956-01-15,2,/titanic-survivor/elisabeth-walton-robert.html,4,52.8,2,Mrs
"ROBINS, Mr Victor ",male,42,0,1,Cherbourg,17757,247.5,0,0,Servant,Servant  ,1867-06-30,1912-04-15,NA,/titanic-victim/victor-robbins.html,5,49.5,1,Mr
"ROEBLING, Mr Washington Augustus II ",male,31,0,1,Southampton,17590,50.5,0,0,NA,Of Independent Means  ,1881-03-25,1912-04-15,NA,/titanic-victim/washington-roebling.html,1,50.5,1,Mr
"ROMAINE, Mr Charles Hallace ",male,45,1,1,Southampton,111428,26.6,0,0,NA,NA,1866-07-11,1922-01-18,9,/titanic-survivor/charles-romaine.html,1,26.6,1,Mr
"ROOD, Mr Hugh Roscoe ",male,39,0,1,Southampton,113767,50,0,0,NA,Businessman  ,1873-03-23,1912-04-15,NA,/titanic-victim/hugh-rood.html,1,50,1,Mr
"ROSENBAUM, Miss Edith Louise ",female,33,1,1,Cherbourg,17613,27.7,0,0,NA,Journalist  ,1879-06-30,1975-04-04,11,/titanic-survivor/edith-russell.html,1,27.7,1,Miss
"ROSENSHINE, Mr George ",male,46,0,1,Cherbourg,17585,79,0,0,NA,Merchant  ,1866-06-30,1912-04-15, [16],/titanic-victim/george-rosenshine.html,2,39.5,1,Mr
"ROSS, Mr John Hugo ",male,36,0,1,Southampton,13049,40.1,0,0,NA,NA,1875-11-24,1912-04-15,NA,/titanic-victim/john-hugo-ross.html,1,40.1,1,Mr
"ROTHES, Countess Lucy Noël Martha ",female,33,1,1,Southampton,110152,86.5,0,0,NA,Of Independent Means  ,1878-12-25,1956-09-12,8,/titanic-survivor/countess-of-rothes.html,3,28.8,1,Countess
"ROTHSCHILD, Mr Martin ",male,46,0,1,Cherbourg,17603,59.4,1,0,NA,NA,1865-12-12,1912-04-15,NA,/titanic-victim/martin-rothschild.html,2,29.7,2,Mr
"ROTHSCHILD, Mrs Elizabeth Jane Anne ",female,54,1,1,Cherbourg,17603,59.4,1,0,NA,NA,1858-02-10,1943-10-29,6,/titanic-survivor/elizabeth-jane-anne-rothschild.html,2,29.7,2,Mrs
"ROWE, Mr Alfred G. ",male,59,0,1,Southampton,113790,26.6,0,0,NA,Landowner  ,1853-02-24,1912-04-15, [109],/titanic-victim/alfred-rowe.html,1,26.6,1,Mr
"RYERSON, Master John Borie ",male,13,1,1,Cherbourg,17608,262.4,2,2,NA,NA,1898-12-16,1986-01-21,4,/titanic-survivor/john-borie-ryerson.html,7,37.5,5,Master
"RYERSON, Miss Emily Borie ",female,18,1,1,Cherbourg,17608,262.4,2,2,NA,NA,1893-10-08,1960-06-25,4,/titanic-survivor/emily-borie-ryerson.html,7,37.5,5,Miss
"RYERSON, Miss Susan Parker ""Suzette"" ",female,21,1,1,Cherbourg,17608,262.4,2,2,NA,NA,1890-08-03,1921-01-13,4,/titanic-survivor/suzette-ryerson.html,7,37.5,5,Miss
"RYERSON, Mr Arthur Larned ",male,61,0,1,Cherbourg,17608,262.4,1,3,NA,NA,1851-01-12,1912-04-15,NA,/titanic-victim/arthur-ryerson.html,7,37.5,5,Mr
"RYERSON, Mrs Emily Maria ",female,48,1,1,Cherbourg,17608,262.4,1,3,NA,NA,1863-08-10,1939-12-28,4,/titanic-survivor/emily-ryerson.html,7,37.5,5,Mrs
"SAALFELD, Mr Adolphe ",male,47,1,1,Southampton,19988,30.5,0,0,NA,Businessman  ,1865-06-30,1926-06-05,3,/titanic-survivor/adolphe-saalfeld.html,1,30.5,1,Mr
"SäGESSER, Mlle Emma ",female,24,1,1,Cherbourg,17477,69.3,0,0,Servant,Personal Maid  ,1887-08-16,1964-05-24,9,/titanic-survivor/emma-sagesser.html,2,34.6,1,Mlle
"SALOMON, Mr Abraham Lincoln ",male,43,1,1,Cherbourg,111163,26,0,0,NA,Businessman  ,1868-10-01,1959-05-21,1,/titanic-survivor/abraham-salomon.html,1,26,1,Mr
"SCHABERT, Mrs Emma ",female,35,1,1,Cherbourg,13236,57.8,1,0,NA,NA,1876-05-23,1961-04-18,11,/titanic-survivor/emma-schabert.html,2,28.9,2,Mrs
"SERREPLAN, Miss Auguste ",female,30,1,1,Southampton,113798,31,0,0,Servant,Personal Maid  ,NA,NA,4,/titanic-survivor/auguste-serreplan.html,2,15.5,1,Miss
"SEWARD, Mr Frederic Kimber ",male,34,1,1,Southampton,113794,26.6,0,0,NA,Lawyer  ,1878-03-23,1943-12-07,7,/titanic-survivor/frederic-kimber-seward.html,1,26.6,1,Mr
"SHUTES, Miss Elizabeth Weed ",female,40,1,1,Southampton,17582,153.5,0,0,Servant,Governess  ,1871-04-30,1949-10-27,3,/titanic-survivor/elizabeth-weed-shutes.html,3,51.2,1,Miss
"SILVERTHORNE, Mr Spencer Victor ",male,35,1,1,Southampton,17475,26.3,0,0,NA,NA,1876-10-17,1964-05-17,5,/titanic-survivor/spencer-victor-silverthorne.html,2,13.2,1,Mr
"SILVEY, Mr William Baird ",male,51,0,1,Cherbourg,13507,55.9,1,0,NA,Businessman  ,1861-02-15,1912-04-15,NA,/titanic-victim/william-baird-silvey.html,2,28,2,Mr
"SILVEY, Mrs Alice Gray ",female,39,1,1,Cherbourg,13507,55.9,1,0,NA,NA,1872-10-19,1958-05-02,11,/titanic-survivor/alice-silvey.html,2,28,2,Mrs
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons ",male,56,1,1,Southampton,13213,35.5,0,0,NA,Banker  ,1855-10-23,1920-05-26,3,/titanic-survivor/alfons-simonius-blumer.html,1,35.5,1,Mr
"SLOPER, Mr William Thompson ",male,28,1,1,Southampton,113788,35.5,0,0,NA,Stockbroker  ,1883-12-13,1955-05-01,7,/titanic-survivor/william-thompson-sloper.html,1,35.5,1,Mr
"SMART, Mr John Montgomery ",male,56,0,1,Southampton,113792,26.6,0,0,NA,NA,NA,1912-04-15,NA,/titanic-victim/john-montgomery-smart.html,1,26.6,1,Mr
"SMITH, Mr James Clinch ",male,56,0,1,Cherbourg,17764,30.7,0,0,NA,Military  ,1856-04-03,1912-04-15,NA,/titanic-victim/james-clinch-smith.html,1,30.7,1,Mr
"SMITH, Mr Lucian Philip ",male,24,0,1,Cherbourg,13695,60,1,0,NA,NA,1887-08-14,1912-04-15,NA,/titanic-victim/lucian-philip-smith.html,2,30,2,Mr
"SMITH, Mr Richard William ",male,57,0,1,Southampton,113056,26,0,0,NA,NA,1854-06-11,1912-04-15,NA,/titanic-victim/richard-william-smith.html,1,26,1,Mr
"SMITH, Mrs Mary Eloise ",female,18,1,1,Cherbourg,13695,60,1,0,NA,NA,1893-08-07,1940-05-03,6,/titanic-survivor/mary-eloise-smith.html,2,30,2,Mrs
"SNYDER, Mr John Pillsbury ",male,24,1,1,Southampton,21228,82.3,1,0,NA,NA,1888-01-08,1959-07-22,7,/titanic-survivor/john-pillsbury-snyder.html,2,41.1,2,Mr
"SNYDER, Mrs Nelle ",female,23,1,1,Southampton,21228,82.3,1,0,NA,NA,1889-01-15,1983-12-09,7,/titanic-survivor/nelle-snyder.html,2,41.1,2,Mrs
"SPEDDEN, Master Robert Douglas ",male,6,1,1,Cherbourg,16966,134.5,0,2,NA,NA,1905-11-19,1915-08-08,3,/titanic-survivor/robert-douglas-spedden.html,5,26.9,3,Master
"SPEDDEN, Mr Frederic Oakley ",male,45,1,1,Cherbourg,16966,134.5,1,1,NA,NA,1867-01-09,1947-02-03,3,/titanic-survivor/frederic-oakley-spedden.html,5,26.9,3,Mr
"SPEDDEN, Mrs Margaretta Corning ",female,39,1,1,Cherbourg,16966,134.5,1,1,NA,NA,1872-11-19,1950-02-10,3,/titanic-survivor/margaretta-corning-spedden.html,5,26.9,3,Mrs
"SPENCER, Mr William Augustus ",male,57,0,1,Cherbourg,17569,146.5,1,0,NA,NA,1855-01-07,1912-04-15,NA,/titanic-victim/william-augustus-spencer.html,3,48.8,2,Mr
"SPENCER, Mrs Marie Eugenie ",female,45,1,1,Cherbourg,17569,146.5,1,0,NA,NA,1864-02-16,1913-10-26,6,/titanic-survivor/marie-eugenie-spencer.html,3,48.8,2,Mrs
"STäHELIN-MAEGLIN, Dr Max ",male,32,1,1,Southampton,13214,30.5,0,0,NA,Lawyer  ,1880-02-18,1968-08-03,3,/titanic-survivor/max-stahelin-maeglin.html,1,30.5,1,Dr
"STEAD, Mr William Thomas ",male,62,0,1,Southampton,113514,26.6,0,0,NA,Journalist  ,1849-07-05,1912-04-15,NA,/titanic-victim/william-thomas-stead.html,1,26.6,1,Mr
"STENGEL, Mr Charles Emil Henry ",male,54,1,1,Cherbourg,11778,55.4,1,0,NA,Businessman  ,1857-11-19,1914-04-19,1,/titanic-survivor/charles-stengel.html,2,27.7,2,Mr
"STENGEL, Mrs Annie May ",female,44,1,1,Cherbourg,11778,55.4,1,0,NA,NA,1868-05-02,1956-01-22,5,/titanic-survivor/annie-may-stengel.html,2,27.7,2,Mrs
"STEPHENSON, Mrs Martha ",female,52,1,1,Cherbourg,36947,78.3,1,0,NA,NA,1860-03-13,1934-12-24,4,/titanic-survivor/martha-stephenson.html,2,39.1,2,Mrs
"STEWART, Mr Albert Ankeny ",male,64,0,1,Cherbourg,17605,27.7,0,0,NA,Businessman  ,1848-03-17,1912-04-15,NA,/titanic-victim/albert-stewart.html,1,27.7,1,Mr
"STONE, Mrs Martha Evelyn ",female,62,1,1,Southampton,113572,80,0,0,NA,NA,1851-01-29,1924-05-12,6,/titanic-survivor/martha-evelyn-stone.html,2,40,1,Mrs
"STRAUS, Mr Isidor ",male,67,0,1,Southampton,17483,221.8,1,0,NA,Businessman  ,1845-02-06,1912-04-15, [96],/titanic-victim/isidor-straus.html,4,55.5,2,Mr
